ns1:EventDate,ns1:AttendanceEventType,ns1:AttendanceEventCategory,ns1:AttendanceEventReason,ns1:EducationalEnvironment,ns1:StudentUniqueStateId,ns1:StateOrganizationId,ns1:LocalCourseCode,ns1:SchoolYear,ns1:Term,ns1:ClassPeriodName,ns1:Location
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4233195902,57906041,20160417015211,2015-2016,Fall Semester,05,402-2
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,4451659604,57906041,20160417015211,2015-2016,Fall Semester,05,402-2
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,5532452915,57906041,20160417015211,2015-2016,Fall Semester,05,402-2
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,5287280552,57906041,20160416015501,2015-2016,Fall Semester,05,311-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3434706882,57906041,20160410136601,2015-2016,Fall Semester,06,GYM-3
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1806758076,57906041,20160410136601,2015-2016,Fall Semester,06,GYM-3
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,7224842906,57906041,20160410136601,2015-2016,Fall Semester,06,GYM-3
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,5531085227,57906041,20160410136601,2015-2016,Fall Semester,06,GYM-3
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,20160410095661,2015-2016,Fall Semester,06,290-3
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2114222692,57906041,20160410095661,2015-2016,Fall Semester,06,290-3
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6045871235,57906041,20160410095661,2015-2016,Fall Semester,06,290-3
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,2777658943,57906041,20160410095661,2015-2016,Fall Semester,06,290-3
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2363927209,57906041,20160410095661,2015-2016,Fall Semester,06,290-3
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7697512858,57906041,20160410095661,2015-2016,Fall Semester,06,290-3
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,8985069625,57906041,20160410095661,2015-2016,Fall Semester,06,290-3
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5500898423,57906041,20160418173001,2015-2016,Fall Semester,06,403-2
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,8122946435,57906041,20160418015501,2015-2016,Fall Semester,06,409-2
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,6701862463,57906041,20160410137601,2015-2016,Fall Semester,06,GYM-2
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,1133542243,57906041,20160410136701,2015-2016,Fall Semester,06,GYM-2
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,1300758356,57906041,20160410136701,2015-2016,Fall Semester,06,GYM-2
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,9028542053,57906041,20160410136701,2015-2016,Fall Semester,06,GYM-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4092584253,57906041,20160410058001,2015-2016,Fall Semester,06,411-2
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,1365928946,57906041,20160410058001,2015-2016,Fall Semester,06,411-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6941808094,57906041,20160418015501,2015-2016,Fall Semester,06,412-17
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,722675221,57906041,20160418015501,2015-2016,Fall Semester,06,412-17
10/30/2015,Section Attendance,Unexcused Absence,Suspension,Classroom,8791688719,57906041,20160418015501,2015-2016,Fall Semester,06,412-17
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,4077801881,57906041,20160418015501,2015-2016,Fall Semester,06,412-17
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2042663448,57906041,20160418015201,2015-2016,Fall Semester,06,411-14
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3403265752,57906041,20160418015201,2015-2016,Fall Semester,06,411-14
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6469903795,57906041,20160418015201,2015-2016,Fall Semester,06,411-14
10/30/2015,Section Attendance,Unexcused Absence,Skipping-Unexcused,Classroom,5283059953,57906041,20160418015471,2015-2016,Fall Semester,06,ISTEAM-1
10/30/2015,Section Attendance,Unexcused Absence,Skipping-Unexcused,Classroom,4276225911,57906041,20160418015451,2015-2016,Fall Semester,06,ISTEAM-1
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6373729536,57906041,20160417096001,2015-2016,Fall Semester,06,AV-1
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,9080393878,57906041,20160417015451,2015-2016,Fall Semester,06,ISTEAM-1
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8236391752,57906041,20160416015451,2015-2016,Fall Semester,06,ISTEAM-1
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9172992279,57906041,20160416015451,2015-2016,Fall Semester,06,ISTEAM-1
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,9767885279,57906041,20160410065531,2015-2016,Fall Semester,06,310-1
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1978449925,57906041,20160410055611,2015-2016,Fall Semester,06,306-1
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,7697512858,57906041,20160417015401,2015-2016,Fall Semester,05,P4-8
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,5531085227,57906041,20160416015201,2015-2016,Fall Semester,05,305-8
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,4077801881,57906041,20160418140301,2015-2016,Fall Semester,05,301-5
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8396992076,57906041,20160416015401,2015-2016,Fall Semester,05,205-5
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,613925391,57906041,20160410065521,2015-2016,Fall Semester,07,310-2
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,4299585268,57906041,20160410065521,2015-2016,Fall Semester,07,310-2
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,9352015058,57906041,20160410065521,2015-2016,Fall Semester,07,310-2
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,8307904549,57906041,20160410065521,2015-2016,Fall Semester,07,310-2
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7238412469,57906041,20160410065521,2015-2016,Fall Semester,07,310-2
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,6701862463,57906041,20160410095661,2015-2016,Fall Semester,07,290-13
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2602727451,57906041,20160410095661,2015-2016,Fall Semester,07,290-13
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2523024484,57906041,20160410095661,2015-2016,Fall Semester,07,290-13
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,1902132917,57906041,20160410095661,2015-2016,Fall Semester,07,290-13
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,4181257246,57906041,20160410095661,2015-2016,Fall Semester,07,290-13
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9745228384,57906041,20160417015211,2015-2016,Fall Semester,07,402-1
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8396992076,57906041,20160416015501,2015-2016,Fall Semester,07,311-1
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,100936343,57906041,20160416015501,2015-2016,Fall Semester,07,311-1
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,9028542053,57906041,20160416015501,2015-2016,Fall Semester,07,311-1
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3640634075,57906041,20160418015401,2015-2016,Fall Semester,06,P4-8
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6254219767,57906041,20160418015401,2015-2016,Fall Semester,06,P4-8
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,8485584369,57906041,20160418015401,2015-2016,Fall Semester,06,P4-8
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5548410786,57906041,20160417015501,2015-2016,Fall Semester,06,311-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9745228384,57906041,20160417015501,2015-2016,Fall Semester,06,311-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4168226748,57906041,20160417015401,2015-2016,Fall Semester,06,P1-6
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4233195902,57906041,20160417015401,2015-2016,Fall Semester,06,P1-6
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2764716148,57906041,20160416015401,2015-2016,Fall Semester,06,205-6
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4356542789,57906041,20160416015401,2015-2016,Fall Semester,06,205-6
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,5287280552,57906041,20160416015401,2015-2016,Fall Semester,06,205-6
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,1048373835,57906041,20160416015401,2015-2016,Fall Semester,06,205-6
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,3288619102,57906041,20160416015401,2015-2016,Fall Semester,06,205-6
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7315058347,57906041,20160416015101,2015-2016,Fall Semester,06,201-6
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,5604307502,57906041,20160416015101,2015-2016,Fall Semester,06,201-6
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4976144434,57906041,20160417155601,2015-2016,Fall Semester,06,P5-5
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,363258363,57906041,20160417155601,2015-2016,Fall Semester,06,P5-5
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9451611235,57906041,20160418121701,2015-2016,Fall Semester,06,404-4
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,8523588911,57906041,20160418121701,2015-2016,Fall Semester,06,404-4
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3364203554,57906041,20160417015501,2015-2016,Fall Semester,06,312-4
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,5625005496,57906041,20160417015501,2015-2016,Fall Semester,06,312-4
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,88766868,57906041,20160417015201,2015-2016,Fall Semester,06,304-4
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,2357147744,57906041,20160417015201,2015-2016,Fall Semester,06,304-4
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,8246966241,57906041,20160416015201,2015-2016,Fall Semester,06,305-4
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6657461462,57906041,20160410138701,2015-2016,Fall Semester,06,GYM-4
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,8122946435,57906041,20160418015201,2015-2016,Fall Semester,07,411-8
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,363258363,57906041,20160418015201,2015-2016,Fall Semester,07,411-8
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,8475087028,57906041,20160418015201,2015-2016,Fall Semester,07,411-8
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4233195902,57906041,20160417015501,2015-2016,Fall Semester,07,409-8
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,9767885279,57906041,20160417015501,2015-2016,Fall Semester,07,409-8
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,8246966241,57906041,20160416015301,2015-2016,Fall Semester,07,206-8
10/30/2015,Section Attendance,Unexcused Absence,Suspension,Classroom,8791688719,57906041,20160418015401,2015-2016,Fall Semester,07,P4-7
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,1365928946,57906041,20160418015401,2015-2016,Fall Semester,07,P4-7
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,1300758356,57906041,20160416015401,2015-2016,Fall Semester,07,205-7
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,5625005496,57906041,20160417015201,2015-2016,Fall Semester,07,304-6
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9451611235,57906041,20160418173001,2015-2016,Fall Semester,07,403-5
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,8756200115,57906041,20160418173001,2015-2016,Fall Semester,07,403-5
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7842790554,57906041,20160418173001,2015-2016,Fall Semester,07,403-5
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,9884997257,57906041,20160418173001,2015-2016,Fall Semester,07,403-5
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,4093069335,57906041,20160418173001,2015-2016,Fall Semester,07,403-5
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,5958272087,57906041,20160418173001,2015-2016,Fall Semester,07,403-5
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2319098034,57906041,20160418173001,2015-2016,Fall Semester,07,403-5
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,3977695786,57906041,20160418173001,2015-2016,Fall Semester,07,403-5
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,9936104173,57906041,20160418173001,2015-2016,Fall Semester,07,403-5
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3364203554,57906041,20160417015401,2015-2016,Fall Semester,07,P1-5
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5548410786,57906041,20160417015401,2015-2016,Fall Semester,07,P1-5
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,2357147744,57906041,20160417015401,2015-2016,Fall Semester,07,P1-5
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8041550514,57906041,20160417096001,2015-2016,Fall Semester,07,404-3
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,444619127,57906041,20160417096001,2015-2016,Fall Semester,07,AV-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2832438841,57906041,20160417096001,2015-2016,Fall Semester,07,AV-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,20160417096001,2015-2016,Fall Semester,07,AV-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2114222692,57906041,20160417096001,2015-2016,Fall Semester,07,AV-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4168226748,57906041,20160417096001,2015-2016,Fall Semester,07,AV-2
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,88766868,57906041,20160417096001,2015-2016,Fall Semester,07,AV-2
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,9031656954,57906041,20160417096001,2015-2016,Fall Semester,07,AV-2
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,5135696774,57906041,20160417096001,2015-2016,Fall Semester,07,AV-2
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,9080393878,57906041,20160417015151,2015-2016,Fall Semester,07,ISTEAM-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,70861243,57906041,20160410066701,2015-2016,Fall Semester,07,BAND-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6281517471,57906041,20160410066301,2015-2016,Fall Semester,07,291-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5807749337,57906041,20160410065521,2015-2016,Fall Semester,07,310-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5500898423,57906041,20160410065521,2015-2016,Fall Semester,07,310-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,7587012758,57906041,20160410065521,2015-2016,Fall Semester,07,310-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6254219767,57906041,20160410065521,2015-2016,Fall Semester,07,310-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6590884173,57906041,20160410095661,2015-2016,Fall Semester,08,290-4
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,9080393878,57906041,20160410095661,2015-2016,Fall Semester,08,290-4
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7011096768,57906041,20160410095661,2015-2016,Fall Semester,08,290-4
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5048283404,57906041,20160418015201,2015-2016,Fall Semester,08,402-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1003199915,57906041,20160418015201,2015-2016,Fall Semester,08,402-2
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,9767885279,57906041,20160417015301,2015-2016,Fall Semester,08,307-2
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,5625005496,57906041,20160410065531,2015-2016,Fall Semester,08,310-2
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5807749337,57906041,20160418015501,2015-2016,Fall Semester,08,412-19
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3484297711,57906041,20160418015501,2015-2016,Fall Semester,08,412-19
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4168226748,57906041,20160417015301,2015-2016,Fall Semester,08,309-18
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,7625633724,57906041,20160417015301,2015-2016,Fall Semester,08,309-18
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,444619127,57906041,20160417015301,2015-2016,Fall Semester,08,309-18
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2671570458,57906041,20160417015301,2015-2016,Fall Semester,08,309-18
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,621456413,57906041,20160417015301,2015-2016,Fall Semester,08,309-18
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7900069148,57906041,20160417015301,2015-2016,Fall Semester,08,309-18
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,6294455952,57906041,20160417015301,2015-2016,Fall Semester,08,309-18
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2629252086,57906041,20160417015301,2015-2016,Fall Semester,08,309-18
10/30/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,1796118402,57906041,20160417015301,2015-2016,Fall Semester,08,309-18
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5716632923,57906041,20160418015301,2015-2016,Fall Semester,08,406-10
10/30/2015,Section Attendance,Unexcused Absence,Suspension,Classroom,8791688719,57906041,20160418135701,2015-2016,Fall Semester,08,GYM-1
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,1365928946,57906041,20160418135701,2015-2016,Fall Semester,08,GYM-1
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,4077801881,57906041,20160418135701,2015-2016,Fall Semester,08,GYM-1
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,8122946435,57906041,20160418135701,2015-2016,Fall Semester,08,GYM-1
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,363258363,57906041,20160418135701,2015-2016,Fall Semester,08,GYM-1
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,1048373835,57906041,20160412063401,2015-2016,Fall Semester,08,AV-1
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,9028542053,57906041,20160412063401,2015-2016,Fall Semester,08,AV-1
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2517695596,57906041,20160418015301,2015-2016,Fall Semester,07,406-9
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6507259837,57906041,20160418015301,2015-2016,Fall Semester,07,406-9
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,8485584369,57906041,20160418015301,2015-2016,Fall Semester,07,406-9
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4976144434,57906041,20160416015501,2015-2016,Fall Semester,07,312-9
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1978449925,57906041,20160416015501,2015-2016,Fall Semester,07,312-9
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6561439056,57906041,20160416015501,2015-2016,Fall Semester,07,312-9
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,5531085227,57906041,20160416015501,2015-2016,Fall Semester,07,312-9
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,1133542243,57906041,20160416015501,2015-2016,Fall Semester,07,312-9
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,1048373835,57906041,20160416015501,2015-2016,Fall Semester,07,312-9
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6941808094,57906041,20160418015201,2015-2016,Fall Semester,07,411-8
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3640634075,57906041,20160418015201,2015-2016,Fall Semester,07,411-8
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,4077801881,57906041,20160418015201,2015-2016,Fall Semester,07,411-8
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,5822799028,57906041,20160410136701,2015-2016,Fall Semester,01,GYM-1
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7172025071,57906041,20160410136701,2015-2016,Fall Semester,01,GYM-1
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,1691127375,57906041,20160410136701,2015-2016,Fall Semester,01,GYM-1
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,6649532443,57906041,20160410136701,2015-2016,Fall Semester,01,GYM-1
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,8414406042,57906041,20160410136701,2015-2016,Fall Semester,01,GYM-1
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7428087288,57906041,20160410136701,2015-2016,Fall Semester,01,GYM-1
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,9407465687,57906041,20160410136701,2015-2016,Fall Semester,01,GYM-1
11/2/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,9947309412,57906041,20160410095661,2015-2016,Fall Semester,01,290-1
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,6892008404,57906041,20160410066421,2015-2016,Fall Semester,01,BAND-1
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,7797784135,57906041,20160410066001,2015-2016,Fall Semester,01,291-1
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,1807563577,57906041,20160410066001,2015-2016,Fall Semester,01,291-1
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,88766868,57906041,20160417015501,2015-2016,Fall Semester,08,311-9
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,2357147744,57906041,20160417015501,2015-2016,Fall Semester,08,311-9
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1216965086,57906041,20160418015101,2015-2016,Fall Semester,08,412-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4299585268,57906041,20160418015101,2015-2016,Fall Semester,08,412-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1886410225,57906041,20160418015101,2015-2016,Fall Semester,08,412-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,7587012758,57906041,20160418015101,2015-2016,Fall Semester,08,412-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8766630537,57906041,20160418015101,2015-2016,Fall Semester,08,412-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6254219767,57906041,20160418015101,2015-2016,Fall Semester,08,412-7
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,8485584369,57906041,20160418015101,2015-2016,Fall Semester,08,412-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4811969172,57906041,20160417015201,2015-2016,Fall Semester,08,304-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5395875292,57906041,20160417015201,2015-2016,Fall Semester,08,304-7
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,1300758356,57906041,20160416015201,2015-2016,Fall Semester,08,305-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2764716148,57906041,20160416015101,2015-2016,Fall Semester,08,201-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,8396992076,57906041,20160416015101,2015-2016,Fall Semester,08,201-7
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,8246966241,57906041,20160416015101,2015-2016,Fall Semester,08,201-7
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,1133542243,57906041,20160416015101,2015-2016,Fall Semester,08,201-7
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6507259837,57906041,20160418173001,2015-2016,Fall Semester,08,403-6
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6941808094,57906041,20160417155601,2015-2016,Fall Semester,08,P5-6
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,6967616709,57906041,20160416001001,2015-2016,Fall Semester,08,NA-5
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2022855085,57906041,20160417015101,2015-2016,Fall Semester,08,303-4
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,2114222692,57906041,20160417015101,2015-2016,Fall Semester,08,303-4
10/30/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,6701862463,57906041,20160417015101,2015-2016,Fall Semester,08,303-4
10/30/2015,Section Attendance,Excused Absence,"In House - Present, not absent",Classroom,5531085227,57906041,20160416015301,2015-2016,Fall Semester,08,206-4
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,3364203554,57906041,20160410095661,2015-2016,Fall Semester,08,290-4
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,5548410786,57906041,20160410095661,2015-2016,Fall Semester,08,290-4
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,1571040773,57906041,20160410095661,2015-2016,Fall Semester,08,290-4
10/30/2015,Section Attendance,Unexcused Absence,Unexcused Absence,Classroom,4210535744,57906041,20160410095661,2015-2016,Fall Semester,08,290-4
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,3130902721,57906041,20160410138701,2015-2016,Fall Semester,01,GYM-3
11/2/2015,Section Attendance,Tardy,All Tardies Unexcused,Classroom,2832438841,57906041,20160410137701,2015-2016,Fall Semester,01,GYM-3
11/2/2015,Section Attendance,Excused Absence,Excused Absence,Classroom,9767885279,57906041,20160410137601,2015-2016,Fall Semester,01,GYM-3
